"satisfaction","customer_type","age","travel_type","cabin_class","flight_distance","seat_comfort","time_convenient","food_drink","gate_location","wifi","entertainment","online_support","ease_booking","onboard_service","legroom","baggage","checkin","cleanliness","online_boarding","dep_delay","arr_delay","row_id","arr_delay_res","midfly_delay","log_mid_delay","log_dep_delay"
"satisfied","Loyal Customer",26,"Business travel","Business",2535,3,3,2,3,4,4,4,4,3,3,5,4,5,4,8,12,103209,3.41174277193703,4,1.6094379124341,2.19722457733622
"satisfied","Loyal Customer",44,"Business travel","Business",2012,5,5,5,5,3,4,4,4,4,4,4,5,4,4,2,3,103232,0.284837492731745,1,0.693147180559945,1.09861228866811
"satisfied","Loyal Customer",21,"Business travel","Business",3716,5,5,5,5,4,4,4,4,3,2,4,3,4,4,0,0,103296,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",59,"Business travel","Business",2697,2,2,2,2,3,5,5,4,4,4,4,3,4,5,0,0,103435,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",35,"Business travel","Business",3568,4,4,4,4,4,4,4,4,4,4,4,3,4,5,0,0,103567,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",42,"Business travel","Business",1981,2,2,2,2,4,4,4,4,4,4,4,3,4,4,0,0,103597,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",57,"Business travel","Business",884,1,1,1,1,4,5,4,4,4,4,4,5,4,3,0,0,103695,-0.757464267003349,0,0,0
"dissatisfied","Loyal Customer",64,"Business travel","Business",745,4,4,4,4,2,4,3,4,4,4,4,1,4,4,3,6,104044,2.30598837259929,3,1.38629436111989,1.38629436111989
"satisfied","Loyal Customer",46,"Business travel","Eco",289,4,4,4,4,5,1,2,4,4,4,4,1,4,1,39,37,104083,-1.93257995216901,-2,-1.09861228866811,3.68887945411394
"satisfied","Loyal Customer",57,"Business travel","Business",2761,1,1,1,1,4,4,5,4,4,4,4,4,4,3,8,9,104141,0.411742771937029,1,0.693147180559945,2.19722457733622
"satisfied","Loyal Customer",30,"Business travel","Business",5970,3,3,3,3,4,4,4,4,4,4,1,2,1,4,0,0,104164,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",51,"Business travel","Business",723,1,1,1,1,4,5,4,4,4,4,4,4,4,5,0,0,104187,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",45,"Business travel","Eco",484,4,3,3,3,3,1,4,4,4,4,4,3,4,2,0,3,104238,2.24253573299665,3,1.38629436111989,0
"satisfied","Loyal Customer",43,"Business travel","Business",3714,2,2,2,2,5,4,4,4,4,4,4,3,4,3,12,28,104256,15.4963462914072,16,2.83321334405622,2.56494935746154
"satisfied","Loyal Customer",35,"Business travel","Business",2718,2,2,2,2,5,2,3,4,4,4,4,2,4,5,7,2,104646,-5.60940810793052,-5,-1.79175946922805,2.07944154167984
"satisfied","Loyal Customer",56,"Business travel","Business",606,2,2,2,2,4,5,4,4,4,4,4,5,4,4,0,0,104715,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",50,"Business travel","Business",3012,3,3,3,3,5,4,4,4,4,4,4,5,4,4,76,79,104762,3.85000260293023,3,1.38629436111989,4.34380542185368
"satisfied","Loyal Customer",49,"Business travel","Business",2487,5,5,5,5,3,5,1,4,4,4,4,1,4,2,0,0,104919,-0.757464267003349,0,0,0
"dissatisfied","Loyal Customer",40,"Business travel","Eco",1655,4,5,5,5,4,4,4,4,3,4,4,1,4,4,4,5,105236,0.327139252466841,1,0.693147180559945,1.6094379124341
"satisfied","Loyal Customer",39,"Business travel","Business",3622,4,4,4,4,5,5,5,4,4,4,4,4,4,3,24,17,105284,-7.24984315018221,-7,-2.07944154167984,3.2188758248682
"dissatisfied","Loyal Customer",36,"Business travel","Eco",1806,4,5,5,5,4,4,4,4,2,3,3,1,3,4,0,0,105670,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",47,"Business travel","Business",402,2,2,5,2,2,5,4,4,4,4,4,5,4,4,38,33,105707,-4.95373083203655,-5,-1.79175946922805,3.66356164612965
"satisfied","Loyal Customer",33,"Business travel","Business",4655,2,2,5,2,4,4,4,4,4,4,5,4,1,4,88,83,105714,-3.8961868386592,-5,-1.79175946922805,4.48863636973214
"dissatisfied","Loyal Customer",24,"Business travel","Business",1942,4,1,1,1,4,4,4,4,3,5,3,1,3,4,0,0,105904,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",41,"Business travel","Business",1815,3,3,3,3,3,4,4,4,4,4,4,5,4,5,7,1,106016,-6.60940810793052,-6,-1.94591014905531,2.07944154167984
"dissatisfied","Loyal Customer",43,"Business travel","Business",3954,4,2,2,2,2,3,4,4,4,4,4,3,4,3,0,0,106424,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",58,"Business travel","Business",1893,4,4,4,4,3,5,4,4,4,4,4,4,4,4,0,0,106433,-0.757464267003349,0,0,0
"dissatisfied","Loyal Customer",74,"Business travel","Business",82,4,4,4,4,5,4,4,4,4,4,4,2,4,2,31,34,106640,2.89821300889062,3,1.38629436111989,3.46573590279973
"satisfied","Loyal Customer",46,"Business travel","Business",1751,2,2,2,2,4,5,5,4,4,4,4,3,4,5,0,0,106817,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",56,"Business travel","Business",1163,3,3,3,3,4,5,5,4,4,4,4,5,4,4,0,0,107031,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",55,"Business travel","Business",1089,1,1,1,1,2,4,5,4,4,4,4,4,4,5,9,1,107095,-8.56710634819542,-8,-2.19722457733622,2.30258509299405
"satisfied","Loyal Customer",40,"Business travel","Business",1624,1,1,1,1,3,4,4,4,4,4,4,3,4,3,0,0,107487,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",45,"Business travel","Eco",3417,4,5,5,5,4,4,4,4,2,4,4,2,4,4,0,0,107561,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",56,"Business travel","Business",3248,3,3,3,3,2,4,5,4,4,4,4,4,4,5,0,0,107629,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",51,"Business travel","Business",552,4,4,4,4,5,5,4,4,4,4,4,3,4,4,0,0,107706,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",56,"Business travel","Business",2147,2,2,2,2,2,5,4,4,4,4,4,4,4,3,0,0,107780,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",44,"Business travel","Business",1651,3,3,3,3,4,4,5,4,4,4,4,5,4,5,68,80,107794,12.6807955639899,12,2.56494935746154,4.23410650459726
"satisfied","Loyal Customer",54,"Business travel","Business",3543,3,3,3,3,2,4,5,4,4,4,4,4,4,5,0,0,107925,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",45,"Business travel","Business",2201,5,5,5,5,3,1,5,4,4,4,4,4,4,3,0,3,108005,2.24253573299665,3,1.38629436111989,0
"satisfied","Loyal Customer",36,"Business travel","Eco",1119,4,1,1,1,4,4,4,4,2,4,3,3,2,4,0,0,108124,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",37,"Business travel","Business",393,4,4,4,4,3,3,5,4,4,4,4,5,4,1,0,0,108135,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",41,"Business travel","Business",401,4,4,4,4,5,4,4,4,4,4,4,3,4,4,6,0,108162,-6.63055898779807,-6,-1.94591014905531,1.94591014905531
"satisfied","Loyal Customer",40,"Business travel","Business",1830,3,4,3,3,3,5,5,4,4,4,4,5,4,3,5,0,108399,-5.65170986766561,-5,-1.79175946922805,1.79175946922805
"satisfied","Loyal Customer",60,"Business travel","Business",3760,4,4,4,4,2,4,5,4,4,4,4,5,4,5,36,24,108432,-11.9960325917716,-12,-2.56494935746154,3.61091791264422
"satisfied","Loyal Customer",25,"Business travel","Eco",1958,3,3,3,3,3,4,5,3,1,1,1,1,2,3,0,11,108602,10.2425357329967,11,2.484906649788,0
"satisfied","Loyal Customer",53,"Business travel","Business",1600,5,5,5,5,5,5,5,4,4,4,5,5,4,1,0,0,108674,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",25,"Business travel","Eco Plus",2081,4,2,2,2,4,4,5,4,2,4,3,5,3,4,0,0,108763,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",27,"Business travel","Business",1319,4,4,4,4,4,4,5,4,4,4,4,3,4,4,0,0,109025,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",52,"Business travel","Business",243,4,4,4,4,5,4,4,4,4,4,5,5,4,4,19,3,109043,-16.3555975495199,-16,-2.83321334405622,2.99573227355399
"satisfied","Loyal Customer",59,"Business travel","Business",248,2,2,2,2,3,5,4,4,4,4,5,4,4,4,0,0,109052,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",40,"Business travel","Business",4401,2,2,2,2,4,5,5,5,3,4,4,5,3,5,109,164,109500,56.5479816385593,55,4.02535169073515,4.70048036579242
"satisfied","Loyal Customer",60,"Business travel","Business",2642,1,1,1,1,5,5,5,5,5,4,5,5,5,3,9,0,109534,-9.56710634819542,-9,-2.30258509299405,2.30258509299405
"satisfied","Loyal Customer",34,"Business travel","Business",3031,3,3,5,3,5,5,4,5,5,4,5,2,5,5,9,4,109683,-5.56710634819542,-5,-1.79175946922805,2.30258509299405
"satisfied","Loyal Customer",37,"Business travel","Business",1176,1,1,1,1,2,4,4,5,5,4,5,5,5,5,6,16,109976,9.36944101220194,10,2.39789527279837,1.94591014905531
"satisfied","Loyal Customer",24,"Business travel","Eco Plus",2075,5,3,3,3,5,4,5,5,2,4,1,1,4,5,11,1,110310,-10.5248045884603,-10,-2.39789527279837,2.484906649788
"satisfied","Loyal Customer",51,"Business travel","Business",772,2,2,2,2,4,5,5,5,5,4,5,5,5,3,0,0,110434,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",23,"Business travel","Business",1799,3,3,3,3,5,4,5,5,4,4,4,4,3,5,6,2,110717,-4.63055898779807,-4,-1.6094379124341,1.94591014905531
"satisfied","Loyal Customer",36,"Business travel","Business",1914,1,1,1,1,2,3,5,5,5,5,3,1,5,5,0,0,110905,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",42,"Business travel","Business",1660,5,2,5,5,3,2,5,5,5,5,3,5,5,3,38,56,110985,18.0462691679634,18,2.94443897916644,3.66356164612965
"satisfied","Loyal Customer",50,"Business travel","Business",115,3,3,3,3,4,2,2,5,5,5,3,4,5,4,0,4,111037,3.24253573299665,4,1.6094379124341,0
"satisfied","Loyal Customer",49,"Business travel","Business",224,1,1,1,1,3,1,5,5,5,5,3,5,5,4,11,0,111072,-11.5248045884603,-11,-2.484906649788,2.484906649788
"satisfied","Loyal Customer",57,"Business travel","Business",2051,5,5,3,5,4,5,2,5,5,5,3,5,5,3,0,0,111114,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",55,"Business travel","Eco",67,5,3,5,3,1,1,3,4,4,5,4,1,4,5,45,41,111199,-3.80567467296372,-4,-1.6094379124341,3.8286413964891
"satisfied","Loyal Customer",50,"Business travel","Eco Plus",1408,5,1,3,1,4,5,4,4,2,5,3,2,3,4,0,0,111258,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",60,"Business travel","Eco",492,5,3,3,3,2,5,3,4,4,5,4,4,4,3,2,3,111456,0.284837492731745,1,0.693147180559945,1.09861228866811
"satisfied","Loyal Customer",52,"Business travel","Eco Plus",809,5,1,1,1,1,2,4,4,4,5,4,2,4,3,24,17,111526,-7.24984315018221,-7,-2.07944154167984,3.2188758248682
"satisfied","Loyal Customer",57,"Business travel","Business",584,2,2,2,2,3,5,2,4,4,5,4,5,4,3,0,0,111642,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",59,"Business travel","Business",2187,3,3,3,3,3,3,5,4,4,5,4,5,4,5,0,0,111774,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",49,"Business travel","Business",2567,3,3,3,3,4,5,5,4,4,5,4,3,4,5,0,1,111898,0.242535732996651,1,0.693147180559945,0
"satisfied","Loyal Customer",42,"Business travel","Business",1010,2,2,2,2,3,5,5,4,4,5,4,3,4,3,4,0,111913,-4.67286074753316,-4,-1.6094379124341,1.6094379124341
"satisfied","Loyal Customer",30,"Business travel","Business",1714,5,5,5,5,4,5,4,4,2,4,1,4,1,4,32,30,112044,-2.08063611124184,-2,-1.09861228866811,3.49650756146648
"satisfied","Loyal Customer",56,"Business travel","Business",445,5,5,5,5,2,4,4,4,4,5,4,4,4,3,0,0,112461,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",42,"Business travel","Business",2739,4,4,4,4,5,4,4,2,4,3,5,4,1,4,0,0,112530,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",46,"Business travel","Business",446,3,3,3,3,4,5,4,4,4,5,4,5,4,4,7,0,112663,-7.60940810793052,-7,-2.07944154167984,2.07944154167984
"satisfied","Loyal Customer",43,"Business travel","Business",1990,2,2,2,2,2,5,5,4,4,5,4,3,4,4,2,0,112695,-2.71516250726825,-2,-1.09861228866811,1.09861228866811
"satisfied","Loyal Customer",42,"Business travel","Business",1985,4,4,4,4,4,4,5,5,5,5,4,3,5,5,0,5,112892,4.24253573299665,5,1.79175946922805,0
"satisfied","Loyal Customer",44,"Business travel","Business",206,4,4,4,4,3,4,4,5,5,5,4,3,5,4,33,40,112941,6.94051476862571,7,2.07944154167984,3.52636052461616
"satisfied","Loyal Customer",40,"Business travel","Business",77,3,3,3,3,5,4,4,5,5,5,4,5,5,5,31,36,113070,4.89821300889062,5,1.79175946922805,3.46573590279973
"satisfied","Loyal Customer",62,"Business travel","Business",2303,2,2,4,2,3,1,2,5,5,5,4,2,5,2,0,0,113141,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",60,"Business travel","Business",3233,4,4,4,4,5,4,4,5,5,5,4,4,5,4,1,12,113158,10.2636866128642,11,2.484906649788,0.693147180559945
"satisfied","Loyal Customer",54,"Business travel","Business",59,3,3,3,3,2,4,4,5,5,5,4,4,5,4,0,2,113229,1.24253573299665,2,1.09861228866811,0
"satisfied","Loyal Customer",30,"Business travel","Business",1869,5,5,4,5,5,5,4,5,4,1,3,3,3,5,0,0,113307,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",24,"Business travel","Eco",1798,5,4,2,2,5,5,4,5,4,5,5,2,2,5,0,0,113330,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",53,"Business travel","Business",2669,2,2,2,2,5,4,5,5,5,5,4,4,5,3,1,2,113337,0.263686612864197,1,0.693147180559945,0.693147180559945
"satisfied","Loyal Customer",53,"Business travel","Business",2594,4,4,4,4,5,5,5,3,4,5,4,5,3,5,12,34,113476,21.4963462914072,22,3.13549421592915,2.56494935746154
"satisfied","Loyal Customer",57,"Business travel","Eco Plus",1743,5,3,2,3,5,5,5,5,1,1,4,5,5,5,0,15,113849,14.2425357329967,15,2.77258872223978,0
"satisfied","Loyal Customer",51,"Business travel","Business",2399,5,5,2,5,2,4,5,5,5,5,5,3,5,5,16,17,114312,0.580949810877407,1,0.693147180559945,2.83321334405622
"satisfied","Loyal Customer",23,"Business travel","Business",4848,3,3,2,3,5,5,5,5,4,4,5,5,4,5,0,0,114320,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",29,"Business travel","Business",5245,5,5,5,5,5,5,5,5,1,2,4,3,2,5,23,25,114641,1.72900596995024,2,1.09861228866811,3.17805383034795
"satisfied","Loyal Customer",35,"Business travel","Business",3856,4,4,2,4,3,5,3,5,5,5,5,2,5,1,13,5,114697,-8.48250282872524,-8,-2.19722457733622,2.63905732961526
"satisfied","Loyal Customer",48,"Business travel","Business",3199,1,1,1,1,5,5,1,5,5,5,5,2,5,4,13,5,114729,-8.48250282872524,-8,-2.19722457733622,2.63905732961526
"satisfied","Loyal Customer",47,"Business travel","Eco",440,5,2,5,5,1,1,5,5,5,5,5,1,5,5,0,0,114775,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",53,"Business travel","Business",794,4,4,4,4,5,5,5,5,5,5,5,5,5,3,0,0,114843,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",16,"Business travel","Business",1789,4,4,4,4,5,5,5,5,1,2,1,1,3,5,0,0,115064,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",55,"Business travel","Business",3661,2,2,2,2,4,5,4,5,5,5,5,3,5,5,0,0,115076,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",40,"Business travel","Business",2835,4,4,4,4,2,4,5,5,5,5,5,3,5,4,6,6,115106,-0.630558987798065,0,0,1.94591014905531
"satisfied","Loyal Customer",23,"Business travel","Business",5262,4,4,4,4,5,5,5,5,1,4,3,4,5,5,7,0,115124,-7.60940810793052,-7,-2.07944154167984,2.07944154167984
"satisfied","Loyal Customer",37,"Business travel","Business",644,2,2,1,2,2,5,5,5,5,5,5,3,5,3,0,0,115177,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",23,"Business travel","Business",3281,2,2,2,2,5,5,5,5,5,4,4,3,4,5,0,0,115201,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",58,"Business travel","Business",576,2,2,2,2,4,5,4,5,5,5,5,3,5,5,0,0,115329,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",34,"Business travel","Business",554,4,4,2,4,3,4,4,5,5,5,5,4,5,4,0,0,115430,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",51,"Business travel","Business",3706,2,2,2,2,2,4,4,5,5,5,5,4,5,4,1,0,115450,-1.7363133871358,-1,-0.693147180559945,0.693147180559945
"satisfied","Loyal Customer",32,"Business travel","Business",1922,1,1,1,1,5,5,5,5,3,2,5,5,2,5,55,41,115467,-13.5941658742882,-14,-2.70805020110221,4.02535169073515
"satisfied","Loyal Customer",23,"Business travel","Business",1833,4,4,4,4,5,5,5,5,3,5,4,5,4,5,0,0,115504,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",30,"Business travel","Business",3463,2,2,2,2,5,5,5,5,5,1,1,4,2,5,0,0,115571,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",49,"Business travel","Business",1969,4,4,4,4,4,5,5,5,5,5,5,4,5,5,0,0,115629,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",51,"Business travel","Business",434,4,4,4,4,4,4,5,5,5,5,5,3,5,4,0,10,115673,9.24253573299665,10,2.39789527279837,0
"satisfied","Loyal Customer",33,"Business travel","Business",1474,4,4,4,4,5,5,5,5,1,1,2,2,5,5,1,5,115763,3.2636866128642,4,1.6094379124341,0.693147180559945
"satisfied","Loyal Customer",37,"Business travel","Eco",2047,5,4,4,4,5,5,5,5,5,5,4,2,5,5,0,8,115807,7.24253573299665,8,2.19722457733622,0
"satisfied","Loyal Customer",45,"Business travel","Business",4004,1,1,2,1,3,3,2,5,5,5,5,5,5,2,0,0,115814,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",36,"Business travel","Eco Plus",1645,5,2,2,2,5,5,5,5,1,4,3,2,4,5,3,5,115878,1.30598837259929,2,1.09861228866811,1.38629436111989
"satisfied","Loyal Customer",56,"Business travel","Business",408,5,5,3,5,4,5,5,5,5,5,5,5,5,5,25,26,115944,0.771307729685332,1,0.693147180559945,3.25809653802148
"satisfied","Loyal Customer",44,"Business travel","Business",2461,3,3,3,3,4,5,5,5,5,5,5,3,5,4,10,0,115991,-10.5459554683279,-10,-2.39789527279837,2.39789527279837
"satisfied","Loyal Customer",46,"Business travel","Business",353,4,4,4,4,4,4,5,5,5,5,5,3,5,3,0,0,116014,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",34,"Business travel","Eco Plus",2312,5,2,2,2,5,5,5,5,2,5,3,3,5,5,89,73,116028,-14.8750359587916,-16,-2.83321334405622,4.49980967033027
"satisfied","Loyal Customer",42,"Business travel","Business",330,3,3,3,3,2,4,5,5,5,5,5,3,5,4,1,0,116143,-1.7363133871358,-1,-0.693147180559945,0.693147180559945
"satisfied","Loyal Customer",31,"Business travel","Eco Plus",2498,5,4,4,4,5,5,5,5,5,4,4,5,2,5,0,0,116229,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",31,"Business travel","Eco",2051,5,1,1,1,5,5,5,5,1,5,1,3,2,5,0,0,116236,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",30,"Business travel","Eco Plus",1931,3,1,1,1,5,5,5,5,4,2,5,1,5,5,85,74,116288,-9.95963947826184,-11,-2.484906649788,4.45434729625351
"satisfied","Loyal Customer",43,"Business travel","Business",259,3,3,3,3,5,4,4,5,5,5,5,3,5,5,0,0,116424,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",54,"Business travel","Business",3357,5,5,5,5,4,5,5,5,5,5,5,4,5,5,0,0,116643,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",50,"Business travel","Business",3725,3,3,3,3,5,5,5,3,2,5,5,5,3,5,3,0,116668,-3.69401162740071,-3,-1.38629436111989,1.38629436111989
"satisfied","Loyal Customer",69,"Business travel","Eco",1774,5,5,5,5,5,5,5,5,3,2,5,2,4,5,0,0,116704,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",65,"Business travel","Eco Plus",1099,5,1,1,1,5,5,5,4,4,2,1,5,2,5,0,0,116749,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",31,"Business travel","Business",3346,2,2,2,2,5,5,5,5,4,2,4,4,5,5,0,0,116803,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",21,"Business travel","Business",3003,5,2,5,5,5,5,5,5,5,3,3,3,5,5,79,67,116890,-11.0865447574671,-12,-2.56494935746154,4.38202663467388
"satisfied","Loyal Customer",56,"Business travel","Eco Plus",1132,5,5,5,5,5,5,5,5,4,2,4,3,5,5,0,5,117128,4.24253573299665,5,1.79175946922805,0
"satisfied","Loyal Customer",29,"Business travel","Business",3150,1,1,1,1,5,5,5,5,4,3,4,4,5,5,0,0,117316,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",43,"Business travel","Business",3674,2,2,2,2,3,5,5,5,5,5,5,3,5,3,0,0,117608,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",42,"Business travel","Business",1561,1,1,1,1,3,4,5,5,5,5,5,5,5,4,0,0,117609,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",52,"Business travel","Business",944,1,1,1,1,5,4,5,5,5,5,5,3,5,5,12,10,117742,-2.50365370859278,-2,-1.09861228866811,2.56494935746154
"satisfied","Loyal Customer",49,"Business travel","Eco",274,5,1,1,1,1,4,4,5,5,5,5,2,5,4,0,0,117774,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",35,"Business travel","Business",3173,1,1,1,1,5,5,4,5,5,5,5,3,5,4,0,0,117888,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",57,"Business travel","Business",2766,2,2,2,2,3,5,5,5,5,5,5,4,5,4,2,0,117968,-2.71516250726825,-2,-1.09861228866811,1.09861228866811
"satisfied","Loyal Customer",40,"Business travel","Business",3320,5,5,5,5,5,5,4,5,5,5,5,4,5,3,0,0,118093,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",31,"Business travel","Business",3909,2,2,2,2,5,5,5,5,2,5,4,4,1,5,0,0,118289,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",34,"Business travel","Business",621,2,2,2,2,2,4,5,5,5,5,5,4,5,3,0,0,118326,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",42,"Business travel","Business",1933,3,3,3,3,5,4,5,5,5,5,5,4,5,3,0,0,118406,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",42,"Business travel","Eco Plus",633,5,3,3,3,3,4,2,5,5,5,5,4,5,1,0,0,118498,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",22,"Business travel","Business",5245,5,5,5,5,5,5,5,5,5,4,4,4,4,5,5,0,118513,-5.65170986766561,-5,-1.79175946922805,1.79175946922805
"satisfied","Loyal Customer",46,"Business travel","Business",3855,2,2,2,2,2,4,4,5,5,5,5,4,5,5,0,0,118525,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",44,"Business travel","Business",2023,1,1,1,1,5,5,5,5,5,5,5,4,5,5,0,0,118664,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",44,"Business travel","Business",525,4,4,4,4,4,5,5,5,5,5,5,5,5,4,22,41,118665,18.7078550900827,19,2.99573227355399,3.13549421592915
"satisfied","Loyal Customer",39,"Business travel","Business",544,5,5,5,5,5,5,4,5,5,5,5,3,5,3,11,1,118666,-10.5248045884603,-10,-2.39789527279837,2.484906649788
"satisfied","Loyal Customer",52,"Business travel","Business",545,1,1,1,1,2,4,4,5,5,5,5,5,5,5,0,1,118684,0.242535732996651,1,0.693147180559945,0
"satisfied","Loyal Customer",45,"Business travel","Business",497,4,4,4,4,4,5,2,5,5,5,5,3,5,2,0,0,118737,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",31,"Business travel","Business",1882,2,2,2,2,5,5,5,5,4,2,5,3,5,5,0,14,118746,13.2425357329967,14,2.70805020110221,0
"satisfied","Loyal Customer",54,"Business travel","Business",2786,4,4,5,4,4,5,5,5,5,5,5,5,5,3,0,4,118786,3.24253573299665,4,1.6094379124341,0
"satisfied","Loyal Customer",61,"Business travel","Business",461,4,4,4,4,2,4,4,5,5,5,5,5,5,4,0,3,118804,2.24253573299665,3,1.38629436111989,0
"satisfied","Loyal Customer",41,"Business travel","Business",3274,5,5,3,5,5,4,4,5,5,5,5,2,5,5,0,0,118865,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",49,"Business travel","Business",3233,1,1,1,1,2,5,5,5,5,5,5,5,5,3,0,0,119007,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",37,"Business travel","Eco",1190,5,2,2,2,5,5,5,5,1,2,2,5,3,5,3,2,119037,-1.69401162740071,-1,-0.693147180559945,1.38629436111989
"satisfied","Loyal Customer",52,"Business travel","Business",2583,5,2,5,5,2,4,5,5,5,5,5,3,5,4,4,0,119132,-4.67286074753316,-4,-1.6094379124341,1.6094379124341
"satisfied","Loyal Customer",37,"Business travel","Business",1989,5,5,5,5,3,4,4,5,5,5,5,5,5,5,0,0,119249,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",52,"Business travel","Business",4519,1,1,1,1,5,5,5,4,5,5,4,5,3,5,150,155,119301,7.41516771312877,5,1.79175946922805,5.01727983681492
"satisfied","Loyal Customer",36,"Business travel","Business",3931,3,5,3,3,1,2,2,5,5,5,5,4,5,4,0,0,119364,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",61,"Business travel","Business",1705,4,4,4,4,5,4,5,5,5,5,5,3,5,3,0,0,119374,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",55,"Business travel","Business",337,1,1,1,1,5,4,5,5,5,5,5,3,5,4,16,6,119428,-10.4190501891226,-10,-2.39789527279837,2.83321334405622
"satisfied","Loyal Customer",28,"Business travel","Eco",1979,5,2,2,2,5,5,5,5,5,2,4,2,1,5,49,59,119606,10.2789288465065,10,2.39789527279837,3.91202300542815
"satisfied","Loyal Customer",27,"Business travel","Eco",2975,5,5,5,5,5,5,5,5,4,4,3,5,5,5,55,48,119654,-6.59416587428825,-7,-2.07944154167984,4.02535169073515
"satisfied","Loyal Customer",20,"Business travel","Eco Plus",1414,5,3,3,3,5,5,5,5,1,1,1,3,1,5,0,0,119826,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",41,"Business travel","Business",2590,5,5,5,5,5,5,5,5,2,4,5,5,3,5,14,38,119957,23.5386480511423,24,3.2188758248682,2.70805020110221
"satisfied","Loyal Customer",55,"Business travel","Business",2329,2,2,2,2,5,5,4,5,5,5,5,5,5,3,0,0,120084,-0.757464267003349,0,0,0
"satisfied","Loyal Customer",43,"Business travel","Business",2237,3,3,2,3,2,3,5,5,5,5,5,5,5,3,0,3,120109,2.24253573299665,3,1.38629436111989,0
