"satisfaction","Customer.Type","Age","Type.of.Travel","Class","Flight.Distance","Seat.comfort","Departure.Arrival.time.convenient","Food.and.drink","Gate.location","Inflight.wifi.service","Inflight.entertainment","Online.support","Ease.of.Online.booking","On.board.service","Leg.room.service","Baggage.handling","Checkin.service","Cleanliness","Online.boarding","Departure.Delay.in.Minutes","Arrival.Delay.in.Minutes","structural_zero_flag","ArrivalDelay.Residual"
"satisfied","Loyal Customer",51,"Business travel","Business",5141,2,2,2,2,5,5,5,3,3,5,4,5,5,5,152,156,FALSE,6.45746947286385
"satisfied","Loyal Customer",60,"Business travel","Business",2066,4,4,4,4,3,4,5,5,5,5,5,4,5,5,37,39,FALSE,2.0251182880959
"satisfied","Loyal Customer",51,"Business travel","Business",380,4,4,4,4,2,5,5,5,5,5,5,4,5,4,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",32,"Business travel","Eco",1809,5,5,5,5,5,5,5,5,1,4,1,5,5,5,0,4,FALSE,3.24253573299665
"satisfied","Loyal Customer",31,"Business travel","Eco Plus",2996,5,4,4,4,5,5,5,5,2,4,4,1,2,5,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",40,"Business travel","Business",3268,5,5,5,5,5,5,5,5,5,5,5,4,5,5,87,88,FALSE,2.08266228147326
"satisfied","Loyal Customer",34,"Business travel","Business",2576,3,3,3,3,2,5,5,5,5,5,5,4,5,2,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",65,"Business travel","Eco Plus",265,5,1,1,1,2,3,3,5,5,5,5,1,5,1,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",39,"Business travel","Business",2482,5,5,5,5,4,4,4,5,5,5,5,4,5,4,2,0,FALSE,-2.71516250726825
"satisfied","Loyal Customer",61,"Business travel","Eco Plus",806,5,2,2,2,1,5,3,5,5,5,5,4,5,4,15,8,FALSE,-7.44020106899014
"satisfied","Loyal Customer",29,"Business travel","Business",3477,3,3,3,3,5,5,5,5,5,5,4,5,4,5,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",50,"Business travel","Business",3719,1,1,4,1,5,5,5,5,2,4,4,5,5,5,159,168,FALSE,11.6055256319367
"satisfied","Loyal Customer",56,"Business travel","Eco",1804,5,4,4,4,5,5,5,5,3,4,2,1,5,5,0,2,FALSE,1.24253573299665
"satisfied","Loyal Customer",48,"Business travel","Business",1015,2,2,2,2,4,4,4,5,5,5,5,5,5,5,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",58,"Business travel","Business",1552,5,5,5,5,1,1,3,5,5,5,5,3,5,1,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",41,"Business travel","Business",1606,1,1,1,1,5,4,4,5,5,5,5,5,5,4,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",47,"Business travel","Eco",1934,5,5,5,5,5,5,5,5,1,4,5,5,4,5,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",33,"Business travel","Business",2498,2,2,2,2,5,5,5,5,3,3,4,3,4,5,4,1,FALSE,-3.67286074753316
"satisfied","Loyal Customer",41,"Business travel","Business",2729,1,1,1,1,4,5,4,5,5,5,5,5,5,4,75,64,FALSE,-10.1711482769373
"satisfied","Loyal Customer",33,"Business travel","Business",3623,4,4,3,4,5,5,5,5,3,3,5,4,4,5,10,0,FALSE,-10.5459554683279
"satisfied","Loyal Customer",55,"Business travel","Business",1966,4,4,4,4,2,5,4,5,5,5,5,4,5,2,0,24,FALSE,23.2425357329967
"satisfied","Loyal Customer",41,"Business travel","Business",3805,4,4,4,4,4,4,4,5,5,5,5,3,5,5,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",41,"Business travel","Business",2749,2,2,2,2,5,5,4,5,5,5,5,3,5,3,0,2,FALSE,1.24253573299665
"satisfied","Loyal Customer",47,"Business travel","Business",3566,3,3,5,3,2,5,5,5,5,5,5,3,5,5,28,23,FALSE,-5.16523963071203
"satisfied","Loyal Customer",33,"Business travel","Eco",1875,4,1,1,1,5,5,5,5,1,3,4,1,1,5,82,68,FALSE,-13.0230921178645
"satisfied","Loyal Customer",40,"Business travel","Business",370,2,2,2,2,3,5,5,5,5,5,5,3,5,5,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",36,"Business travel","Business",2373,2,2,5,2,4,4,4,5,5,5,5,3,5,4,0,2,FALSE,1.24253573299665
"satisfied","Loyal Customer",30,"Business travel","Eco Plus",3686,5,3,3,3,5,5,5,5,5,1,3,1,2,5,1,0,FALSE,-1.7363133871358
"satisfied","Loyal Customer",38,"Business travel","Business",2044,4,4,2,4,3,4,4,5,5,5,5,4,5,5,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",40,"Business travel","Business",3714,2,2,2,2,2,1,1,5,5,5,5,4,5,3,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",44,"Business travel","Business",2525,4,4,4,4,4,5,5,5,5,5,5,4,5,3,14,0,FALSE,-14.4613519488577
"satisfied","Loyal Customer",29,"Business travel","Business",3002,4,4,4,4,5,5,5,5,5,2,4,3,4,5,6,1,FALSE,-5.63055898779807
"satisfied","Loyal Customer",48,"Business travel","Business",1536,4,4,4,4,3,4,4,5,5,5,5,4,5,3,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",66,"Business travel","Business",1372,2,2,2,2,3,5,4,5,5,5,5,3,5,5,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",40,"Business travel","Business",1281,1,1,5,1,4,5,5,5,5,5,5,4,5,3,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",47,"Business travel","Business",3433,4,1,4,4,3,4,4,5,5,5,5,4,5,5,19,43,FALSE,23.6444024504801
"satisfied","Loyal Customer",57,"Business travel","Business",3860,5,5,5,5,2,5,5,5,5,5,5,4,5,4,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",43,"Business travel","Business",2666,1,1,4,1,5,5,5,5,5,5,5,4,5,3,72,113,FALSE,41.76539908346
"satisfied","Loyal Customer",24,"Business travel","Business",3054,2,2,2,2,5,5,5,5,5,4,5,4,4,5,14,16,FALSE,1.53864805114231
"satisfied","Loyal Customer",57,"Business travel","Business",1065,2,2,2,2,3,5,5,5,5,5,5,3,5,4,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",28,"Business travel","Business",2530,1,1,1,1,5,5,5,5,2,1,1,1,3,5,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",42,"Business travel","Business",901,4,4,4,4,4,5,4,5,5,5,5,3,5,4,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",56,"Business travel","Business",2819,3,3,3,3,4,5,4,5,5,5,5,5,5,4,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",40,"Business travel","Business",3008,4,4,2,4,1,3,5,5,5,5,5,2,5,5,0,24,FALSE,23.2425357329967
"satisfied","Loyal Customer",25,"Business travel","Business",2109,4,4,4,4,5,5,5,5,4,3,4,4,5,5,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",33,"Business travel","Business",661,2,2,4,2,3,1,4,5,5,5,5,1,5,2,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",51,"Business travel","Business",658,5,5,1,5,5,4,4,5,5,5,5,5,5,5,1,9,FALSE,7.2636866128642
"satisfied","Loyal Customer",41,"Business travel","Business",2150,1,1,1,1,3,4,4,5,5,5,5,4,5,4,5,4,FALSE,-1.65170986766561
"satisfied","Loyal Customer",34,"Business travel","Business",639,3,3,3,3,3,1,5,5,5,5,5,4,5,4,0,10,FALSE,9.24253573299665
"satisfied","Loyal Customer",42,"Business travel","Business",583,4,4,4,4,1,4,3,5,5,5,5,1,5,5,45,32,FALSE,-12.8056746729637
"satisfied","Loyal Customer",41,"Business travel","Eco",1377,5,1,1,1,5,5,5,5,2,2,4,5,2,5,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",40,"Business travel","Eco",1484,5,2,2,2,5,5,5,5,3,5,4,4,5,5,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",43,"Business travel","Business",2434,1,1,4,1,5,5,5,2,5,1,5,5,5,5,262,279,FALSE,21.784066258294
"satisfied","Loyal Customer",39,"Business travel","Eco Plus",2944,5,2,2,2,5,5,5,5,5,4,3,1,3,5,16,0,FALSE,-16.4190501891226
"satisfied","Loyal Customer",39,"Business travel","Eco",1850,5,2,5,2,5,5,5,5,4,5,5,2,2,5,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",38,"Business travel","Eco Plus",2395,5,3,3,3,5,5,5,5,4,1,3,3,5,5,41,36,FALSE,-4.89027819243391
"satisfied","Loyal Customer",37,"Business travel","Eco",1831,5,1,1,1,5,5,5,5,1,4,3,2,3,5,87,78,FALSE,-7.91733771852674
"satisfied","Loyal Customer",36,"Business travel","Eco",1668,5,5,5,5,5,5,5,5,1,5,3,1,3,5,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",49,"Business travel","Business",382,4,1,4,4,3,4,5,5,5,5,5,3,5,4,10,2,FALSE,-8.54595546832788
"satisfied","Loyal Customer",59,"Business travel","Business",358,4,4,4,4,4,4,5,5,5,5,5,4,5,4,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",29,"Business travel","Eco",2784,5,3,3,3,5,5,5,5,3,2,4,5,3,5,0,18,FALSE,17.2425357329967
"satisfied","Loyal Customer",28,"Business travel","Eco",1839,5,4,3,3,5,5,5,5,3,2,4,1,2,5,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",37,"Business travel","Business",1676,1,1,1,1,3,4,4,5,5,5,5,5,5,3,124,111,FALSE,-11.1347551634275
"satisfied","Loyal Customer",56,"Business travel","Business",233,5,5,5,5,5,1,3,5,5,5,5,3,5,1,7,0,FALSE,-7.60940810793052
"satisfied","Loyal Customer",25,"Business travel","Eco",2410,5,5,5,5,5,5,5,5,2,1,2,1,1,5,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",45,"Business travel","Business",2635,4,4,4,4,2,4,5,5,5,5,5,3,5,4,15,17,FALSE,1.55979893100986
"satisfied","Loyal Customer",50,"Business travel","Business",2104,4,4,4,4,3,5,5,5,5,5,5,4,5,3,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",46,"Business travel","Business",3566,4,4,4,4,3,2,4,5,5,5,5,5,5,1,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",32,"Business travel","Business",4081,2,2,2,2,5,5,5,5,3,3,4,3,5,5,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",57,"Business travel","Eco Plus",86,5,3,3,3,4,3,4,5,5,5,5,3,5,2,5,25,FALSE,19.3482901323344
"satisfied","Loyal Customer",53,"Business travel","Business",1504,2,2,2,2,4,4,4,5,5,5,5,4,5,4,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",39,"Business travel","Business",1438,4,4,4,4,5,5,4,5,5,5,5,4,5,3,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",43,"Business travel","Business",1259,4,4,4,4,3,4,4,5,5,5,5,3,5,3,6,4,FALSE,-2.63055898779806
"satisfied","Loyal Customer",47,"Business travel","Business",3063,5,5,5,5,2,5,4,5,5,5,5,5,5,3,53,42,FALSE,-10.6364676340233
"satisfied","Loyal Customer",39,"Business travel","Business",1958,3,3,3,3,4,4,5,5,5,5,5,4,5,3,55,47,FALSE,-7.59416587428825
"satisfied","Loyal Customer",51,"Business travel","Eco Plus",68,5,3,3,3,2,5,3,5,5,5,5,1,5,3,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",29,"Business travel","Business",2826,5,5,5,5,5,5,5,5,5,5,5,4,4,5,0,2,FALSE,1.24253573299665
"satisfied","Loyal Customer",28,"Business travel","Business",3728,5,5,5,5,5,5,5,5,3,5,4,4,4,5,4,0,FALSE,-4.67286074753316
"satisfied","Loyal Customer",41,"Business travel","Business",2321,4,4,4,4,1,4,3,5,5,5,5,3,5,1,0,1,FALSE,0.242535732996651
"satisfied","Loyal Customer",57,"Business travel","Business",1706,2,2,4,2,4,4,4,5,5,5,5,5,5,5,22,14,FALSE,-8.29214490991731
"satisfied","Loyal Customer",28,"Business travel","Business",1539,2,2,2,2,5,5,5,5,2,3,1,2,5,5,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",46,"Business travel","Business",648,3,3,3,3,3,5,4,5,5,5,5,4,5,4,2,0,FALSE,-2.71516250726825
"satisfied","Loyal Customer",54,"Business travel","Business",2974,3,3,3,3,5,4,4,5,5,5,5,5,5,3,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",31,"Business travel","Business",2240,3,3,3,3,5,5,5,5,4,3,4,3,4,5,3,8,FALSE,4.30598837259929
"satisfied","Loyal Customer",41,"Business travel","Eco",1263,5,1,1,1,5,5,5,5,2,2,4,4,5,5,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",55,"Business travel","Business",3401,5,5,5,5,3,4,4,5,5,5,5,5,5,5,0,6,FALSE,5.24253573299665
"satisfied","Loyal Customer",29,"Business travel","Business",3100,2,4,2,2,5,5,5,5,5,3,5,5,4,5,6,4,FALSE,-2.63055898779806
"satisfied","Loyal Customer",39,"Business travel","Business",3935,5,5,5,5,3,5,5,5,5,5,5,4,5,3,15,0,FALSE,-15.4402010689901
"satisfied","Loyal Customer",40,"Business travel","Business",2730,3,3,3,3,4,5,5,5,5,5,5,4,5,4,5,0,FALSE,-5.65170986766561
"satisfied","Loyal Customer",39,"Business travel","Business",1676,2,2,2,2,3,5,4,5,5,5,5,5,5,5,0,3,FALSE,2.24253573299665
"satisfied","Loyal Customer",36,"Business travel","Business",1749,2,2,2,2,2,4,3,5,5,5,5,1,5,1,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",33,"Business travel","Eco",1776,5,1,1,1,5,5,5,5,1,3,4,1,5,5,3,13,FALSE,9.30598837259929
"satisfied","Loyal Customer",32,"Business travel","Eco",1737,5,3,3,3,5,5,5,5,1,1,2,2,3,5,76,68,FALSE,-7.14999739706977
"satisfied","Loyal Customer",30,"Business travel","Eco",2037,5,4,4,4,5,5,5,5,2,5,5,2,3,5,5,0,FALSE,-5.65170986766561
"satisfied","Loyal Customer",30,"Business travel","Business",1596,3,3,3,3,5,5,5,5,4,3,5,3,5,5,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",29,"Business travel","Eco",2582,5,1,1,1,5,5,5,5,5,1,4,1,2,5,72,89,FALSE,17.76539908346
"satisfied","Loyal Customer",33,"Business travel","Business",2964,3,3,3,3,5,4,5,5,5,5,5,4,5,2,0,4,FALSE,3.24253573299665
"satisfied","Loyal Customer",41,"Business travel","Business",3941,4,4,4,4,5,4,5,5,5,5,5,3,5,3,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",37,"Business travel","Business",1434,4,4,5,4,1,5,1,5,5,5,5,1,5,3,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",41,"Business travel","Business",2108,3,3,5,3,2,5,4,5,5,5,5,4,5,5,79,79,FALSE,0.913455242532875
"satisfied","Loyal Customer",55,"Business travel","Eco Plus",1712,5,5,3,5,5,5,5,5,3,5,2,2,1,5,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",43,"Business travel","Business",1847,5,5,5,5,2,4,4,5,5,5,5,3,5,5,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",59,"Business travel","Business",1891,3,3,3,3,5,5,5,5,5,5,5,5,5,3,87,87,FALSE,1.08266228147326
"satisfied","Loyal Customer",47,"Business travel","Business",2174,1,1,1,1,5,5,5,5,5,5,5,3,5,5,4,0,FALSE,-4.67286074753316
"satisfied","Loyal Customer",56,"Business travel","Business",901,5,5,5,5,5,4,4,5,5,5,5,4,5,3,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",34,"Business travel","Business",820,3,3,3,3,2,5,5,5,5,5,5,4,5,4,65,47,FALSE,-17.3826570756128
"satisfied","Loyal Customer",45,"Business travel","Eco",703,5,4,4,4,4,5,1,5,5,5,5,3,5,1,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",37,"Business travel","Business",668,5,5,5,5,5,4,5,5,5,5,5,5,5,4,4,15,FALSE,10.3271392524668
"satisfied","Loyal Customer",27,"Business travel","Business",3735,4,4,4,4,5,5,5,5,4,2,4,4,4,5,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",24,"Business travel","Business",4515,3,3,3,3,5,5,5,5,1,1,1,3,4,5,17,14,FALSE,-3.39789930925505
"satisfied","Loyal Customer",41,"Business travel","Business",569,5,5,5,5,4,5,5,5,5,5,5,4,5,5,11,2,FALSE,-9.52480458846033
"satisfied","Loyal Customer",41,"Business travel","Eco",1767,5,4,1,4,5,5,5,5,2,2,4,2,4,5,0,6,FALSE,5.24253573299665
"satisfied","Loyal Customer",60,"Business travel","Business",3240,4,4,4,4,2,5,4,5,5,5,5,3,5,5,10,1,FALSE,-9.54595546832788
"satisfied","Loyal Customer",48,"Business travel","Business",472,5,5,5,5,1,1,4,5,5,5,5,4,5,1,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",49,"Business travel","Business",408,4,4,4,4,4,4,2,5,5,5,5,1,5,5,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",55,"Business travel","Business",2436,3,3,3,3,2,3,1,5,5,5,5,5,5,5,0,0,FALSE,-0.757464267003349
"satisfied","Loyal Customer",60,"Business travel","Business",1952,5,5,5,5,5,5,4,5,5,5,5,3,5,4,0,12,FALSE,11.2425357329967
"satisfied","Loyal Customer",52,"Business travel","Business",325,1,1,1,1,4,4,4,5,5,5,5,2,5,1,22,17,FALSE,-5.29214490991731
"dissatisfied","disloyal Customer",12,"Personal Travel","Eco",2429,3,3,3,2,1,3,1,1,2,4,1,3,4,1,0,3,FALSE,2.24253573299665
